Phenotype,Network_score
Experimental Hepatoma,0.04303350352118303
"Hepatoma, Novikoff",0.04303350352118303
"Hepatoma, Morris",0.04303350352118303
"Liver Neoplasms, Experimental",0.04303350352118303
Nephroblastoma,0.04244032645100681
Thyroid Neoplasm,0.042326906802776634
Hereditary Chorea,0.0423088137689761
Endometrial Neoplasms,0.04150391511992049
Thromboembolism,0.04144309911680499
Venous Thromboembolism,0.04131741820348865
"Skin Diseases, Papulosquamous",0.04127974080882484
oligodendroglioma,0.04089785669165126
Malignant Head and Neck Neoplasm,0.04045621736134061
Weight Gain,0.04027514339018538
Papillary Renal Cell Carcinoma,0.04020708449350973
Acute Kidney Insufficiency,0.03963535202349352
Mouth Neoplasms,0.039412797722996024
Malignant neoplasm of mouth,0.039412797722996024
Multiple Sclerosis,0.03930728282446512
Osteosarcoma,0.039199338687794544
Cholangiocarcinoma,0.03903130057412028
Extrahepatic Cholangiocarcinoma,0.03903130057412028
Intrahepatic Cholangiocarcinoma,0.03903130057412028
Benign melanocytic nevus,0.03861639623746603
Chromophobe Renal Cell Carcinoma,0.03840310831581101
Non-arthropod-borne viral diseases of the central nervous system,0.03813145722410686
Unspecified viral infection in conditions classified elsewhere and of unspecified site,0.03813145722410686
Collecting Duct Carcinoma of the Kidney,0.03808776025806778
Sarcomatoid Renal Cell Carcinoma,0.03808776025806778
Renal Insufficiency,0.03768166837085805
"Pneumonia, Bacterial",0.03766387587237485
Endometrial Carcinoma,0.0374585601415509
Rheumatoid Arthritis,0.03725172518372495
Bacterial Infections,0.03702322419199913
Hyperinsulinism,0.03697186371359731
"Demyelinating Autoimmune Diseases, CNS",0.03696731913912285
Nervous System Sclerosis,0.03696731913912285
Other bacterial diseases,0.03689383608873845
"Cardiomyopathy, Familial Idiopathic",0.03687746627690029
Thyroid carcinoma,0.03664554855937329
Adenoid Cystic Carcinoma,0.036596284739311896
Neoplasms,0.03626564193490215
Malignant Neoplasms,0.03626564193490215
Atherosclerosis,0.036215654804592906
Malignant neoplasm of gallbladder,0.03600971521990738
gallbladder neoplasm,0.03600971521990738
Toxic Epidermal Necrolysis,0.035921851307381306
Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum,0.035921851307381306
Splenomegaly,0.035698072776497836
Schizophrenia Spectrum and Other Psychotic Disorders,0.035608374618585355
Germ cell tumor,0.03558853191706602
Seminoma,0.035582525814476504
Nonorganic psychosis,0.03522494273429319
Fibrosarcoma,0.034926823968434405
Atopy,0.034797975662845315
Disorder of pancreatic internal secretion,0.03471746408491213
Stevens-Johnson Syndrome,0.03463592973932897
Drug-Induced Stevens Johnson Syndrome,0.03463592973932897
Mycoplasma-Induced Stevens-Johnson Syndrome,0.03463592973932897
"Neoplasm Recurrence, Local",0.03450895897353179
"Neoplasms, Fibrous Tissue",0.03438922663480723
Kidney Failure,0.034373093720430445
"Neoplasms, Experimental",0.033752098833321836
Germinoma,0.03363114905039709
Degenerative polyarthritis,0.03349607723832421
Atrial Fibrillation,0.033377732847215666
Memory Disorders,0.033231830981369
Memory impairment,0.033231830981369
"Memory Disorder, Semantic",0.033177219856668334
Age-Related Memory Disorders,0.033177219856668334
Memory Loss,0.033177219856668334
"Memory Disorder, Spatial",0.033177219856668334
familial atrial fibrillation,0.032877796705784945
Acute Myeloid Leukemia (AML-M2),0.03268529146896258
"Acute Myeloid Leukemia, M1",0.03268529146896258
Paroxysmal atrial fibrillation,0.0326848405195154
Persistent atrial fibrillation,0.0326848405195154
Arthrosis,0.032682621385857105
Osteoarthrosis Deformans,0.032682621385857105
Pilocytic Astrocytoma,0.03238629453438162
Mixed oligoastrocytoma,0.03238629453438162
Diffuse Astrocytoma,0.03238629453438162
Juvenile Pilocytic Astrocytoma,0.03238629453438162
Childhood Cerebral Astrocytoma,0.03238629453438162
Gemistocytic astrocytoma,0.03238629453438162
Fibrillary Astrocytoma,0.03238629453438162
Cerebral Astrocytoma,0.03238629453438162
Subependymal Giant Cell Astrocytoma,0.03238629453438162
Anaplastic astrocytoma,0.03238629453438162
Grade I Astrocytoma,0.03238629453438162
Protoplasmic astrocytoma,0.03238629453438162
Intracranial Astrocytoma,0.03238629453438162
Sexually Transmitted Diseases,0.031638427832421635
Heart failure,0.031618329823687175
Mesothelioma,0.031234312601052867
Retroviridae Infections,0.031224505867200672
Lentivirus Infections,0.031224505867200672
"Sexually Transmitted Diseases, Viral",0.031224505867200672
cervical cancer,0.031103563008434445
Protozoan Infections,0.031052333290353742
Congestive heart failure,0.0309312729610973
Asthma,0.030898779792045503
Malaria,0.03086276488163675
Myocardial Infarction,0.030325982557767486
Learning Disorders,0.030172470678202615
Myocardial Failure,0.030109068135528185
Heart Decompensation,0.030109068135528185
Left-Sided Heart Failure,0.030109068135528185
Right ventricular failure,0.030109068135528185
Learning Disabilities,0.03009228567283336
Adult Learning Disabilities,0.03004845566553786
Learning Disturbance,0.03004845566553786
Polycystic Ovary Syndrome,0.029853235681276877
Juvenile arthritis,0.029191516414946602
Juvenile-Onset Still Disease,0.029125881273035416
Juvenile psoriatic arthritis,0.029125881273035416
"Polyarthritis, Juvenile, Rheumatoid Factor Negative",0.029125881273035416
"Polyarthritis, Juvenile, Rheumatoid Factor Positive",0.029125881273035416
Hepatitis,0.029105828501545195
Nodular Lymphocyte Predominant Hodgkin Lymphoma,0.029081628774132322
MYELODYSPLASTIC SYNDROME,0.02892768551408914
Precursor Cell Lymphoblastic Leukemia Lymphoma,0.028832696372721792
Infertility,0.028559264578399458
Hematopoetic Myelodysplasia,0.028302442547001698
Esophageal Diseases,0.028286436150419588
Hemangiosarcoma,0.028245394840711938
Cocaine Abuse,0.028117635010003545
Cocaine Dependence,0.028117635010003545
Cocaine-Related Disorders,0.028117635010003545
Reperfusion Injury,0.027948880874095458
Cardiac Hypertrophy,0.027889760270698605
Wilms tumor and radial bilateral aplasia,0.02777794284778605
Atherogenesis,0.02770159526150019
"Diabetes Mellitus, Insulin-Dependent",0.027613103890547608
Desmoplastic Medulloblastoma,0.027204239472497782
Adult Medulloblastoma,0.027156351604468658
Childhood Medulloblastoma,0.027156351604468658
Melanotic medulloblastoma,0.027156351604468658
Medullomyoblastoma,0.027156351604468658
Liver Cirrhosis,0.026999457967109244
Thyroid Gland Follicular Adenoma,0.02690565990561789
Pulmonary Fibrosis,0.026738197919179158
Adrenocortical carcinoma,0.026592320590637635
Hypertrophic Cardiomyopathy,0.026494565659825633
"Adenoma, Trabecular",0.02631930385187944
"Adenoma, Monomorphic",0.02631930385187944
"Adenoma, Microcystic",0.02631930385187944
Follicular adenoma,0.02631930385187944
"Adenoma, Basal Cell",0.02631930385187944
Papillary adenoma,0.02631930385187944
Sepsis,0.02630214268452425
Precancerous Conditions,0.026285694273723213
"Degenerative Diseases, Spinal Cord",0.02603740523309951
"Degenerative Diseases, Central Nervous System",0.02603740523309951
Neurodegenerative Disorders,0.02603740523309951
"Kidney Failure, Chronic",0.026003219669466806
Coronary Arteriosclerosis,0.025863905981085206
Coronary Artery Disease,0.025863905981085206
"Dermatitis, Atopic",0.025515127145711983
Contact Dermatitis,0.025371751565385146
Fatty Liver,0.025343699420509076
Septicemia,0.025151131424921855
"Condition, Preneoplastic",0.025139347893704107
Anxiety Disorders,0.02509273387051799
Overinclusion,0.025055015887397333
"Anxiety States, Neurotic",0.02504129205896803
Profound Mental Retardation,0.025025261863845762
"Mental Retardation, Psychosocial",0.025025261863845762
Mental deficiency,0.025025261863845762
Intellectual Disability,0.025025261863845762
Sclerocystic Ovaries,0.0249112154775668
Hypertrophic obstructive cardiomyopathy,0.024871824853550998
Cerebral Palsy,0.024764599378987322
"Brain Damage, Chronic",0.024631138189797144
Cerebral Ischemia,0.024489741495690318
Brain Ischemia,0.024489741495690318
Fibroid Tumor,0.024450273850229833
Uterine Fibroids,0.024194493835603705
Immediate hypersensitivity,0.02416373761939323
Eczema,0.023807958581630977
Premature aging syndrome,0.023806641075568985
"Skin Diseases, Eczematous",0.0237896823226562
"Subfertility, Male",0.02374704256889727
Bipolar Disorder,0.02366144195722711
Steatohepatitis,0.023657085693544033
"Hodgkin lymphoma, lymphocyte depletion",0.02362040640553659
Neurodermatitis,0.023612216807374856
Acute Coronary Syndrome,0.02355809786954339
"Fibrosis, Liver",0.023508369826162487
Cardiomegaly,0.0234659901203299
"Subfertility, Female",0.023367718944435845
"Sterility, Postpartum",0.023367718944435845
Female infertility,0.023367718944435845
Pustulosis of Palms and Soles,0.023346099628281103
"Carcinoma, Transitional Cell",0.023331402759476684
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,0.023282946382512812
Anxiety neurosis (finding),0.023128204292675116
Fibrosis,0.022895718590919066
Noonan Syndrome,0.022804078071822446
Osteoporosis,0.022744928495080873
Todd Paralysis,0.022687077623545028
Paralysed,0.022687077623545028
Innate Inflammatory Response,0.022674598169743702
Inflammation,0.022674598169743702
Allergic Reaction,0.02258536299442201
Gastroenteritis,0.022369527804771083
Pancreatic carcinoma,0.02222680187025434
Enteritis,0.022096787490626883
Autosomal Recessive Polycystic Kidney Disease,0.02209423765629087
Neurodevelopmental Disorders,0.021841561766202073
Clear Cell Sarcoma of Soft Tissue,0.021797881271850707
"Lymphoma, Follicular",0.021633205839036263
Impaired cognition,0.02153927377014717
Vulval intraepithelial neoplasia,0.02128512529601747
Arteriosclerosis,0.021209643127480093
Encephalopathies,0.021044717254565023
Recurrence (disease attribute),0.021024231958575473
T-Cell Lymphoma,0.020881080364850813
Papilloma,0.020827978828994433
Chloracne,0.020825958557183204
Gonadal Dysgenesis,0.020783334125694972
Brain Diseases,0.020683970753763086
Papillomatosis,0.020667172391306162
"Papilloma, Squamous Cell",0.020667172391306162
"Parkinsonism, Juvenile",0.020640321863923918
Familial Juvenile Parkinsonism,0.020607024231266133
Autosomal Dominant Juvenile Parkinson Disease,0.020607024231266133
Autosomal Recessive Parkinsonism,0.020607024231266133
Ramsay Hunt Paralysis Syndrome,0.020607024231266133
"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE",0.020607024231266133
Autosomal Dominant Parkinsonism,0.020607024231266133
Post-Traumatic Osteoporosis,0.020602118093199766
"Osteoporosis, Senile",0.020602118093199766
"Osteoporosis, Age-Related",0.020602118093199766
Amyloidosis,0.020600630201099875
"Hepatitis, Alcoholic",0.020495456492233926
Cancer of Neck,0.02041944475352294
Neck Neoplasms,0.02041944475352294
Head Neoplasms,0.02041944475352294
Cancer of Head,0.02041944475352294
Upper Aerodigestive Tract Neoplasms,0.02041944475352294
Acute Promyelocytic Leukemia,0.020336637758806276
Alcoholic Liver Diseases,0.020206804737123905
Pulmonary Hypertension,0.020107840529612075
"Blood Coagulation Disorders, Inherited",0.019581355787603377
Blood Protein Disorders,0.019556420857782735
Prostatic Intraepithelial Neoplasias,0.019474000463988846
Left Main Coronary Artery Disease,0.01947053784500078
Cirrhosis,0.01933910477397235
Intracapillary glomerulosclerosis due to diabetes mellitus,0.019215956898355025
Diabetic Glomerulosclerosis,0.019215956898355025
Diabetic Nephropathy,0.019215956898355025
Familial Dementia,0.019180939730573148
Senile Paranoid Dementia,0.019133516595117125
Temporary Amnesia,0.019043099313480905
Amnesia,0.019043099313480905
Hysterical amnesia,0.019043099313480905
Global Amnesia,0.019043099313480905
Tactile Amnesia,0.019043099313480905
Dissociative Amnesia,0.019043099313480905
Amnestic State,0.019043099313480905
Mental deterioration,0.01898280887856901
Mild cognitive disorder,0.01898280887856901
Cerebral Amyloid Angiopathy,0.018974005063837767
Idiopathic Pulmonary Fibrosis,0.018971577382964677
Oropharyngeal Squamous Cell Carcinoma,0.018885948200602434
Hypopharyngeal Squamous Cell Carcinoma,0.018885948200602434
Laryngeal Squamous Cell Carcinoma,0.018885948200602434
Oral Tongue Squamous Cell Carcinoma,0.018885948200602434
Squamous Cell Carcinoma of the Nasal Cavity,0.018885948200602434
Squamous cell carcinoma of mouth,0.018885948200602434
Squamous cell carcinoma of the head and neck,0.018885948200602434
Cerebral Arterial Diseases,0.018880583286239844
Gastrointestinal carcinoma,0.018817731452706234
Female Pseudo-Turner Syndrome,0.018590897936422997
"Turner Syndrome, Male",0.018590897936422997
Noonan Syndrome 1,0.018590897936422997
Neurogenic Inflammation,0.018586411653547068
Carcinogenesis,0.01854976475129078
Juvenile Myelomonocytic Leukemia,0.018546268506680983
Liver Dysfunction,0.01851818682659815
Adenomatous Polyposis Coli,0.018505910555663852
Chronic Kidney Insufficiency,0.018502837624826126
Arthritis,0.01847858835005557
Liver diseases,0.01838478204417897
Familial Intestinal Polyposis,0.018334175541327418
"Polyposis, Adenomatous Intestinal",0.018334175541327418
Adrenal Gland Neoplasms,0.018262708223268153
Contact hypersensitivity,0.01818726473293297
Respiratory Hypersensitivity,0.01813882294925052
"Plaque, Amyloid",0.018138176948757464
Senile Plaques,0.018138176948757464
Malignant neoplasm of penis,0.018101529040427927
Penile Neoplasms,0.018101529040427927
Rectal Neoplasms,0.017977131405900133
Rectal Carcinoma,0.017977131405900133
Thrombophilia,0.01785975893496015
Fragile X Syndrome,0.017821459543922478
FRAXE Syndrome,0.017821459543922478
FRAXA Syndrome,0.017816852357332595
Neurocutaneous Syndromes,0.017807041426375396
Sporadic Cerebral Amyloid Angiopathy,0.01778990742829804
Spinal Cord Diseases,0.017642523687446714
Abnormal degeneration,0.017641461016487604
"Liver Diseases, Parasitic",0.01758017741452851
"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED",0.01752734099840393
"Cerebral hemorrhage with amyloidosis, hereditary, Dutch type",0.01752734099840393
"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ITALIAN VARIANT",0.01752734099840393
"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, IOWA VARIANT",0.01752734099840393
"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, FLEMISH VARIANT",0.01752734099840393
"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ARCTIC VARIANT",0.01752734099840393
Amyloid angiopathy,0.01752734099840393
Neurilemmoma,0.017279357053507385
Anemia,0.017265121590104453
"Depression, Bipolar",0.017044358728743103
Manic Depression,0.017029989634162468
Manic Disorder,0.017029989634162468
Aura,0.016993589697523914
Epilepsy,0.016993589697523914
Awakening Epilepsy,0.016993589697523914
"Epilepsy, Cryptogenic",0.016993589697523914
"Alveolitis, Fibrosing",0.016900548557775653
Gustatory seizure,0.016882940231286614
Clonic Seizures,0.016882940231286614
Atonic Absence Seizures,0.016882940231286614
Absence Seizures,0.016882940231286614
Complex partial seizures,0.016882940231286614
Convulsions,0.016882940231286614
Tonic Seizures,0.016882940231286614
Epileptic drop attack,0.016882940231286614
Epileptic Seizures,0.016882940231286614
Generalized Absence Seizures,0.016882940231286614
Generalized seizures,0.016882940231286614
Vertiginous seizure,0.016882940231286614
Jacksonian Seizure,0.016882940231286614
"Seizures, Auditory",0.016882940231286614
Visual seizure,0.016882940231286614
Tonic - clonic seizures,0.016882940231286614
Myoclonic Seizures,0.016882940231286614
Single Seizure,0.016882940231286614
"Seizures, Somatosensory",0.016882940231286614
"Seizures, Sensory",0.016882940231286614
"Seizures, Focal",0.016882940231286614
Convulsive Seizures,0.016882940231286614
Seizures,0.016882940231286614
Olfactory seizure,0.016882940231286614
Non-epileptic convulsion,0.016882940231286614
Nonepileptic Seizures,0.016882940231286614
"Carcinoma, Pancreatic Ductal",0.01685867249112385
Uterine Cancer,0.016813457737458307
Cleft Palate,0.016805526036617165
Brain Injuries,0.016688101660039572
Brain Lacerations,0.016688101660039572
"Injuries, Acute Brain",0.016688101660039572
"Brain Injuries, Focal",0.016688101660039572
Coronary heart disease,0.016634219625107145
Protein C Deficiency,0.016469762551280978
Malignant Peripheral Nerve Sheath Tumor,0.016466653758859168
Kidney Diseases,0.01595540818001473
Autonomic nervous system disorders,0.015931674436046254
Cancer of Nasopharynx,0.015810344314888352
Ovarian Cysts,0.015655693044198515
Hyperplasia,0.015428300650160265
Non-alcoholic Fatty Liver Disease,0.015226984882054906
Bile duct carcinoma,0.01507498946082547
Bile Duct Neoplasms,0.01507498946082547
Tactile Allodynia,0.015071630850165099
Mechanical Allodynia,0.015071630850165099
Allodynia,0.015071630850165099
"Hyperalgesia, Thermal",0.015071630850165099
"Hyperalgesia, Secondary",0.015071630850165099
"Hyperalgesia, Primary",0.015071630850165099
Hyperalgesia,0.015071630850165099
Depressive disorder,0.015068413491926431
Recurrent Brain Neoplasm,0.01506158896438767
"Brain Tumor, Primary",0.01506158896438767
"Benign neoplasm of brain, unspecified",0.01506158896438767
Metastatic malignant neoplasm to brain,0.01506158896438767
"Neoplasms, Intracranial",0.01506158896438767
Primary malignant neoplasm of brain,0.01506158896438767
Unipolar Depression,0.01501632975753396
Cardio-facio-cutaneous syndrome,0.015008573629478548
Adnexal Diseases,0.014950923162604364
Multiple system congenital anomalies NEC in SNOMEDCT,0.01489017411307277
Skin Basal Cell Carcinoma,0.01485535301668294
Pigmented Basal Cell Carcinoma,0.01485535301668294
Left Ventricular Hypertrophy,0.014832249957921788
Pituitary Neoplasms,0.014820557288028065
Costello syndrome (disorder),0.014778215518587485
Sudden Cardiac Arrest,0.014739307862308136
Charcot-Marie-Tooth Disease,0.014728760625626799
"Lymphoma, T-Cell, Cutaneous",0.014726832260548245
Rheumatism,0.01466558368240305
Sezary Syndrome,0.014620868401597518
Granulomatous Slack Skin,0.014609201860375618
"Psychoses, Drug",0.014570137027317942
"Psychoses, Substance-Induced",0.014570137027317942
Nonalcoholic Steatohepatitis,0.014366614439613729
Adverse reaction to drug,0.014336807562604999
Drug toxicity,0.014336807562604999
Barrett Esophagus,0.014219165009566525
Mitochondrial Diseases,0.014134384096137736
"Cleft palate, isolated",0.014071171144970038
Heart Diseases,0.013912193872200154
"Amyotrophic Lateral Sclerosis, Guam Form",0.01387612942897161
Amyotrophic Lateral Sclerosis With Dementia,0.01387612942897161
SPINOCEREBELLAR ATAXIA 17,0.01380978849441649
Dermatomyositis,0.013806402077469766
Migraine Disorders,0.013619863875981665
Myocardial Reperfusion Injury,0.0136177406683103
"Muscular Dystrophies, Limb-Girdle",0.013580996621270129
Bilateral Wilms Tumor,0.01354876739143406
Nephrosclerosis,0.013547519834044989
