Phenotype,Network_score
Chronic Lymphocytic Leukemia,0.00035561729638335223
Lymphoid leukemia,0.00034757144526105066
Medulloblastoma,0.0003446453407675329
Dementia,0.00033949514824419306
"Leukemia, Myelocytic, Acute",0.00033840029511679145
malignant neurologic neoplasms,0.00033796878051555644
Undifferentiated carcinoma,0.0003350068731847635
Carcinomatosis,0.0003350068731847635
Carcinoma,0.0003350068731847635
Anaplastic carcinoma,0.0003350068731847635
Classical Hodgkin's Lymphoma,0.0003315525134599858
Colorectal Carcinoma,0.00033075884821563413
Colorectal Neoplasms,0.0003290592885308501
Conventional (Clear Cell) Renal Cell Carcinoma,0.00032722649067803587
Neoplasm Metastasis,0.00032595486851347917
"Leukemia, B-Cell",0.00032338008839659545
Non-Small Cell Lung Carcinoma,0.00032248157246379377
Adenocarcinoma of lung (disorder),0.00032066582092504597
HIV Infections,0.00031373416747015545
Dermatitis,0.00030735938951373024
Uterine Cervical Neoplasm,0.0003067222326042668
Insulin Sensitivity,0.0002934507426776769
"Neoplasms, Neuroepithelial",0.00029108425695212217
Drug-Induced Liver Disease,0.00028915500890291723
Adult T-Cell Lymphoma/Leukemia,0.00028835347948365627
"Neuroectodermal Tumor, Primitive",0.00028701847133376715
Chemical and Drug Induced Liver Injury,0.00028532948736691155
Chemically-Induced Liver Toxicity,0.00028532948736691155
"Hepatitis, Toxic",0.00028532948736691155
"Hepatitis, Drug-Induced",0.00028532948736691155
Drug-Induced Acute Liver Injury,0.00028532948736691155
Burkitt Lymphoma,0.00028173535709675925
Organic brain syndrome,0.0002751504106048032
Crohn Disease,0.0002703961749012345
Epstein-Barr Virus Infections,0.0002691055767560226
Metastatic Neoplasm,0.0002683554574763287
"Leukemia, T-Cell",0.000266333981693867
Neoplasm Invasiveness,0.00026582605705266005
"Mammary Neoplasms, Experimental",0.0002654289334181343
Parkinson Disease,0.00026516040235163965
Myocardial Ischemia,0.00026398630861204945
Lipoma,0.00026340780073884183
Prostate carcinoma,0.0002623400425050678
Schizophrenia,0.00025790593686681037
Insulin Resistance,0.00025766108369369543
Chronic disease,0.00025731838031105785
Neoplastic Cell Transformation,0.0002571545635828194
Diabetes,0.0002567923455846999
Colonic Neoplasms,0.0002560589895145651
"Diabetes Mellitus, Non-Insulin-Dependent",0.0002552371407839407
Malignant tumor of colon,0.0002551340318567382
"Mammary Carcinoma, Animal",0.00025502305188671666
Animal Mammary Neoplasms,0.00025502305188671666
Cognition Disorders,0.000253031971909075
Hypertensive disease,0.00025060990239285185
Toxic effect,0.0002499017366861695
Malignant Fibrous Histiocytoma,0.00024554596070190714
Lipomatous neoplasm,0.0002449364053448178
Histiocytoma,0.0002439348242553648
"Liposarcoma, Dedifferentiated",0.0002411024710364917
"Adenocarcinoma, Oxyphilic",0.000237941021188659
"Carcinoma, Granular Cell",0.00023707015828377466
"Carcinoma, Cribriform",0.00023707015828377466
"Adenocarcinoma, Basal Cell",0.00023707015828377466
"Adenocarcinoma, Tubular",0.00023707015828377466
Diabetes Mellitus,0.00023339042881626712
Cervix carcinoma,0.0002324290702330806
Malignant tumor of cervix,0.0002324290702330806
Urologic Neoplasms,0.00022662960870980102
Becker Muscular Dystrophy,0.00022614497499272922
Basal Ganglia Diseases,0.0002250914094312439
Chronic Obstructive Airway Disease,0.00022369400290616506
Paraplegia,0.00022246133712656286
Parkinsonian Disorders,0.0002222136875567163
Spastic Paraplegia,0.0002213417013995991
Psoriasis,0.00021985938568784178
Influenza,0.0002188769151601609
Ovarian Carcinoma,0.0002183657232400977
Huntington Disease,0.0002149692305458901
Head and Neck Neoplasms,0.00021154249803413574
Esophageal Neoplasms,0.00021143916400733528
Chorea,0.00021064987222749483
Male infertility,0.00021036712856223197
Urinary Bladder Diseases,0.0002088047820118649
"Lung Diseases, Obstructive",0.00020709119689601315
Hereditary Chorea,0.00020657121238857007
Malignant neoplasm of uterine adnexa,0.00020519932957419997
Overnutrition,0.00020507658116905288
"Malignant neoplasm of urinary organ, unspecified",0.00020288432826389257
Carcinoma of bladder,0.00020288432826389257
Neoplasm of unspecified nature of bladder,0.00020288432826389257
Pneumonia,0.00020268554977949434
Nevus,0.00020228880143362374
"Kidney Failure, Acute",0.00020013216431818894
Acute kidney injury,0.00020013216431818894
Bronchial Diseases,0.00019938844460362396
Pancreatic Neoplasm,0.0001957541254766773
Adenoma,0.00019572976313451617
Respiratory Tract Infections,0.00019546543644128882
Orthomyxoviridae Infections,0.0001944244013783274
Malignant neoplasm of pancreas,0.00019312891594196785
Liver neoplasms,0.00019168986176733855
oligodendroglioma,0.00019160168331664668
Endometrioma,0.00018944697435145243
Endometriosis,0.0001887388697976572
Malignant neoplasm of liver,0.0001855468091081258
Disorder of pancreatic internal secretion,0.00018518968210522684
HIV Coinfection,0.00018488379970839548
Renal Insufficiency,0.000183652772402208
Nephroblastoma,0.00018329892070534669
Autistic Disorder,0.00018319661209183894
Craniofacial Abnormalities,0.00018177332252418296
Waldenstrom Macroglobulinemia,0.00017992304020801616
Nasopharyngeal carcinoma,0.00017925946170846717
Multiple Sclerosis,0.0001792201836422366
Hyperinsulinism,0.00017707565766350849
Rheumatoid Arthritis,0.00017424443825711804
Glioblastoma Multiforme,0.00017322702260774074
Thromboembolism,0.00017226099576404046
Venous Thromboembolism,0.00017165427578048488
Benign melanocytic nevus,0.00016914869587182697
"Pneumonia, Bacterial",0.00016689236969871476
Kidney Failure,0.00016639305089780098
"Demyelinating Autoimmune Diseases, CNS",0.00016630436131534623
Nervous System Sclerosis,0.00016630436131534623
"Skin Diseases, Papulosquamous",0.0001658858717283974
Squamous cell carcinoma of esophagus,0.00016523923543340521
Non-arthropod-borne viral diseases of the central nervous system,0.00016500944447007932
Unspecified viral infection in conditions classified elsewhere and of unspecified site,0.00016500944447007932
Bacterial Infections,0.00016485808403058039
mixed gliomas,0.00016441444221077807
Germ cell tumor,0.0001640887943395929
Other bacterial diseases,0.00016380052585144878
Fibrosarcoma,0.0001634647040963933
Atopy,0.0001633449000396364
"Neoplasms, Fibrous Tissue",0.0001616218980993757
Seminoma,0.00015900927773792602
Nasopharyngeal Neoplasms,0.00015604739927717928
Alzheimer's Disease,0.00015495727741798168
Germinoma,0.0001532326154467772
"Cardiomyopathy, Dilated",0.00015226429432694223
Adenoid Cystic Carcinoma,0.00014965859023248265
Papillary Renal Cell Carcinoma,0.00014835003191532797
Giant Cell Glioblastoma,0.00014670798225885543
Infertility,0.0001435938122356174
Malaria,0.00014341067378979952
Protozoan Infections,0.00014331434523912263
Endometrial Neoplasms,0.00014223020180161453
"Diabetes Mellitus, Insulin-Dependent",0.00013844668558505357
Chromophobe Renal Cell Carcinoma,0.0001383022428989163
Atrial Fibrillation,0.00013694412370835772
Collecting Duct Carcinoma of the Kidney,0.00013578929677864374
Sarcomatoid Renal Cell Carcinoma,0.00013578929677864374
Precursor Cell Lymphoblastic Leukemia Lymphoma,0.00013558003504016104
Thyroid Neoplasm,0.00013438120529118936
familial atrial fibrillation,0.00013395057760994146
Neuroblastoma,0.0001336234613700769
Paroxysmal atrial fibrillation,0.00013268163422283874
Persistent atrial fibrillation,0.00013268163422283874
"Liver Neoplasms, Experimental",0.00013257120184808979
Experimental Hepatoma,0.00013257120184808979
"Hepatoma, Morris",0.00013257120184808979
"Hepatoma, Novikoff",0.00013257120184808979
Atherosclerosis,0.00013196167759226964
Sexually Transmitted Diseases,0.00013191389058255434
Acute Myeloid Leukemia (AML-M2),0.00013081572355261125
"Acute Myeloid Leukemia, M1",0.00013081572355261125
Polycystic Ovary Syndrome,0.00013008764745397596
Malignant Glioma,0.0001296074961536808
Malignant neoplasm of esophagus,0.0001292172679990917
Esophageal Diseases,0.00012905592586983576
Lentivirus Infections,0.00012864406299125842
"Sexually Transmitted Diseases, Viral",0.00012864406299125842
Retroviridae Infections,0.00012864406299125842
Presenile dementia,0.00012839702354532705
Hepatitis,0.0001279047089569697
Degenerative polyarthritis,0.00012691332868459051
Malignant Head and Neck Neoplasm,0.00012561007915972816
Wilms tumor and radial bilateral aplasia,0.00012484811604207197
Sepsis,0.00012416291724266603
Endometrial Carcinoma,0.00012383559588738762
"Dermatitis, Atopic",0.00012268143413170373
Mental deficiency,0.0001223006636211055
Intellectual Disability,0.0001223006636211055
Profound Mental Retardation,0.0001223006636211055
"Mental Retardation, Psychosocial",0.0001223006636211055
Osteoarthrosis Deformans,0.00012122321463039065
Arthrosis,0.00012122321463039065
Thyroid carcinoma,0.00012078368359435134
"Alzheimer Disease, Late Onset",0.0001201554988852128
Septicemia,0.00012001160803521705
Allergic Reaction,0.00012000900991478512
Familial Alzheimer Disease (FAD),0.00011961923793648602
"Alzheimer Disease, Early Onset",0.00011961923793648602
"Alzheimer's Disease, Focal Onset",0.00011961923793648602
Acute Confusional Senile Dementia,0.00011961923793648602
Asthma,0.00011864597888946062
Schizophrenia Spectrum and Other Psychotic Disorders,0.00011689288748525735
Cardiomyopathies,0.0001168429643343116
"Cardiomyopathies, Primary",0.0001168429643343116
"Myocardial Diseases, Secondary",0.0001168429643343116
Immediate hypersensitivity,0.00011628040687875094
Nonorganic psychosis,0.00011557440905390001
Pulmonary Fibrosis,0.00011509825100958924
Cerebral Palsy,0.00011464535097767669
"Skin Diseases, Eczematous",0.00011432780344147431
Eczema,0.00011415564775737329
Nodular Lymphocyte Predominant Hodgkin Lymphoma,0.00011414746752983211
"Brain Damage, Chronic",0.00011401801652088966
Neurodermatitis,0.00011325043682814199
Clear Cell Sarcoma of Soft Tissue,0.00011224390902653703
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,0.00011211339487893451
Liver Cirrhosis,0.00011196590958739466
Weight Gain,0.00011124267933501691
"Kidney Failure, Chronic",0.00011067573963679615
Acute Kidney Insufficiency,0.00011057974428416867
Osteosarcoma,0.00011040458929746005
Neoplasms,0.00010939266203818888
Malignant Neoplasms,0.00010939266203818888
Arteriosclerosis,0.00010831938301233252
Juvenile arthritis,0.00010800384410887946
"Polyarthritis, Juvenile, Rheumatoid Factor Negative",0.00010759061236366058
Juvenile psoriatic arthritis,0.00010759061236366058
"Polyarthritis, Juvenile, Rheumatoid Factor Positive",0.00010759061236366058
Juvenile-Onset Still Disease,0.00010759061236366058
Contact Dermatitis,0.00010731830577554034
Sclerocystic Ovaries,0.00010713866588813579
Nerve Degeneration,0.00010666804634171988
Malignant neoplasm of mouth,0.00010590376751308604
Mouth Neoplasms,0.00010590376751308604
Precancerous Conditions,0.000105577253882794
"Hodgkin lymphoma, lymphocyte depletion",0.00010545364754729223
Heart failure,0.00010538466609784786
Gastroenteritis,0.00010497296395105659
Cocaine Abuse,0.00010497156327337198
Cocaine-Related Disorders,0.00010497156327337198
Cocaine Dependence,0.00010497156327337198
"Lymphoma, Follicular",0.00010475058078138514
Enteritis,0.00010382483381868847
Congestive heart failure,0.00010241613457589856
Neurodevelopmental Disorders,0.00010230445376176711
Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum,0.00010151514366165304
Toxic Epidermal Necrolysis,0.00010151514366165304
Bipolar Disorder,0.00010027699269254598
Arthritis,9.944824603376236e-05
Myocardial Failure,9.889584746279499e-05
Left-Sided Heart Failure,9.889584746279499e-05
Heart Decompensation,9.889584746279499e-05
Right ventricular failure,9.889584746279499e-05
Reperfusion Injury,9.840288433571147e-05
Fatty Liver,9.837187849671572e-05
Myocardial Infarction,9.77337746778841e-05
"Condition, Preneoplastic",9.714494133582559e-05
"Hepatitis, Alcoholic",9.623004847381088e-05
Drug-Induced Stevens Johnson Syndrome,9.556414200456908e-05
Mycoplasma-Induced Stevens-Johnson Syndrome,9.556414200456908e-05
Stevens-Johnson Syndrome,9.556414200456908e-05
"Fibrosis, Liver",9.500276097646235e-05
Alcoholic Liver Diseases,9.468744651133744e-05
Cardiac Hypertrophy,9.41702394986245e-05
Coronary Arteriosclerosis,9.301645749171437e-05
Coronary Artery Disease,9.301645749171437e-05
"Neoplasms, Experimental",9.278449904203988e-05
Chronic Kidney Insufficiency,9.168924121543339e-05
Desmoplastic Medulloblastoma,9.168722419589952e-05
Pulmonary Hypertension,9.137083640900851e-05
Melanotic medulloblastoma,9.102328163239701e-05
Childhood Medulloblastoma,9.102328163239701e-05
Adult Medulloblastoma,9.102328163239701e-05
Medullomyoblastoma,9.102328163239701e-05
Inflammation,9.081330016903088e-05
Innate Inflammatory Response,9.081330016903088e-05
Steatohepatitis,9.04228656569905e-05
MYELODYSPLASTIC SYNDROME,9.041559554400136e-05
"Blood Coagulation Disorders, Inherited",8.796767936890965e-05
Atherogenesis,8.7195634177936e-05
Vulval intraepithelial neoplasia,8.660103090106927e-05
Fibrosis,8.613132806409994e-05
Hematopoetic Myelodysplasia,8.563357809179683e-05
Cholangiocarcinoma,8.555124493968398e-05
Intrahepatic Cholangiocarcinoma,8.555124493968398e-05
Extrahepatic Cholangiocarcinoma,8.555124493968398e-05
Neurilemmoma,8.536975566885281e-05
Blood Protein Disorders,8.531821748667735e-05
"Neoplasm Recurrence, Local",8.406756327463073e-05
Ischemic cardiomyopathy,8.399120325681365e-05
Osteoporosis,8.301450112433905e-05
Acute Promyelocytic Leukemia,8.29255041664174e-05
"Cardiomyopathy, Familial Idiopathic",8.253932007403557e-05
Brain Ischemia,8.206058236570157e-05
Cerebral Ischemia,8.206058236570157e-05
Pilocytic Astrocytoma,8.198265776604183e-05
Mixed oligoastrocytoma,8.198265776604183e-05
Subependymal Giant Cell Astrocytoma,8.198265776604183e-05
Diffuse Astrocytoma,8.198265776604183e-05
Intracranial Astrocytoma,8.198265776604183e-05
Grade I Astrocytoma,8.198265776604183e-05
Gemistocytic astrocytoma,8.198265776604183e-05
Fibrillary Astrocytoma,8.198265776604183e-05
Protoplasmic astrocytoma,8.198265776604183e-05
Juvenile Pilocytic Astrocytoma,8.198265776604183e-05
Childhood Cerebral Astrocytoma,8.198265776604183e-05
Cerebral Astrocytoma,8.198265776604183e-05
Anaplastic astrocytoma,8.198265776604183e-05
Thrombophilia,7.98839513041862e-05
Cardiomegaly,7.896167017407143e-05
"Carcinoma, Transitional Cell",7.882397739320247e-05
Hypertrophic Cardiomyopathy,7.718043652499545e-05
Rheumatism,7.707287113682806e-05
Autonomic nervous system disorders,7.633849702722314e-05
Malignant Peripheral Nerve Sheath Tumor,7.63379820781323e-05
Dermatomyositis,7.549324938001581e-05
Gastrointestinal carcinoma,7.546174243092836e-05
cervical cancer,7.527204883810943e-05
Awakening Epilepsy,7.469585180783236e-05
Epilepsy,7.469585180783236e-05
Aura,7.469585180783236e-05
"Epilepsy, Cryptogenic",7.469585180783236e-05
"Dermatitis, Allergic Contact",7.453904990454454e-05
Polymyositis,7.388331304432959e-05
Microcephaly,7.374522740131642e-05
Thyroid Gland Follicular Adenoma,7.369839305298232e-05
Protein C Deficiency,7.272433296758261e-05
"Osteoporosis, Age-Related",7.24446558292157e-05
"Osteoporosis, Senile",7.24446558292157e-05
Post-Traumatic Osteoporosis,7.24446558292157e-05
Hemangiosarcoma,7.243196369098472e-05
Mitochondrial Diseases,7.157175223946836e-05
"Adenoma, Basal Cell",7.128550923953306e-05
Papillary adenoma,7.128550923953306e-05
Follicular adenoma,7.128550923953306e-05
"Adenoma, Microcystic",7.128550923953306e-05
"Adenoma, Monomorphic",7.128550923953306e-05
"Adenoma, Trabecular",7.128550923953306e-05
"Dermatomyositis, Childhood Type",7.11341524453707e-05
Mesothelioma,7.092360426477529e-05
Nephrosclerosis,7.071509917137455e-05
Pustulosis of Palms and Soles,7.044439171977714e-05
"Subfertility, Male",7.014059617277926e-05
Hypertrophic obstructive cardiomyopathy,6.882009630130423e-05
Cirrhosis,6.875361309495356e-05
Idiopathic Pulmonary Fibrosis,6.856499019740399e-05
Acute Coronary Syndrome,6.856177128519687e-05
Respiratory Hypersensitivity,6.812499115072683e-05
Coronary heart disease,6.797915146588754e-05
Malignant neoplasm of gallbladder,6.796896826511401e-05
gallbladder neoplasm,6.796896826511401e-05
"Leukemia, Plasma Cell",6.780403142548292e-05
Mood Disorders,6.733965084098504e-05
Adrenal Gland Neoplasms,6.694317430534662e-05
Liver Dysfunction,6.62553456915653e-05
Hypergammaglobulinemia,6.590330687167836e-05
Monoclonal Gammapathies,6.539694662957985e-05
Monoclonal Gammopathy of Undetermined Significance,6.539694662957985e-05
Liver diseases,6.531181311873468e-05
"Sterility, Postpartum",6.497084786030358e-05
Female infertility,6.497084786030358e-05
"Subfertility, Female",6.497084786030358e-05
Cleft Palate,6.462283859171246e-05
Splenomegaly,6.437089051269066e-05
"Alveolitis, Fibrosing",6.424581820605532e-05
Squamous Cell Carcinoma of the Nasal Cavity,6.408087328108347e-05
Squamous cell carcinoma of the head and neck,6.408087328108347e-05
Squamous cell carcinoma of mouth,6.408087328108347e-05
Laryngeal Squamous Cell Carcinoma,6.408087328108347e-05
Hypopharyngeal Squamous Cell Carcinoma,6.408087328108347e-05
Oral Tongue Squamous Cell Carcinoma,6.408087328108347e-05
Oropharyngeal Squamous Cell Carcinoma,6.408087328108347e-05
Adverse reaction to drug,6.358370662851596e-05
Drug toxicity,6.358370662851596e-05
"Liver Failure, Acute",6.342464780568592e-05
Pancreatic carcinoma,6.312050659848902e-05
Depressive disorder,6.292936472838064e-05
Unipolar Depression,6.245369266854517e-05
Pituitary Neoplasms,6.21990085069724e-05
T-Cell Lymphoma,6.218063907213316e-05
"Depression, Bipolar",6.20046155627122e-05
Manic Depression,6.188490478624754e-05
Manic Disorder,6.188490478624754e-05
Adrenocortical carcinoma,6.142617374102016e-05
Contact hypersensitivity,6.138112822325114e-05
Yolk Sac Tumor,6.12640940992463e-05
Kidney Diseases,6.099126814091019e-05
Visual seizure,6.05854112786754e-05
Olfactory seizure,6.05854112786754e-05
Non-epileptic convulsion,6.05854112786754e-05
Seizures,6.05854112786754e-05
Generalized Absence Seizures,6.05854112786754e-05
Epileptic Seizures,6.05854112786754e-05
Vertiginous seizure,6.05854112786754e-05
Epileptic drop attack,6.05854112786754e-05
Convulsive Seizures,6.05854112786754e-05
Tonic Seizures,6.05854112786754e-05
Convulsions,6.05854112786754e-05
Myoclonic Seizures,6.05854112786754e-05
Jacksonian Seizure,6.05854112786754e-05
Generalized seizures,6.05854112786754e-05
Absence Seizures,6.05854112786754e-05
Atonic Absence Seizures,6.05854112786754e-05
Clonic Seizures,6.05854112786754e-05
Complex partial seizures,6.05854112786754e-05
Gustatory seizure,6.05854112786754e-05
Tonic - clonic seizures,6.05854112786754e-05
Nonepileptic Seizures,6.05854112786754e-05
Single Seizure,6.05854112786754e-05
"Seizures, Somatosensory",6.05854112786754e-05
"Seizures, Sensory",6.05854112786754e-05
"Seizures, Focal",6.05854112786754e-05
"Seizures, Auditory",6.05854112786754e-05
Left Main Coronary Artery Disease,6.0438289817894835e-05
Mesonephroma,6.030317820873433e-05
Papillary thyroid carcinoma,5.981547798311645e-05
Diabetic Nephropathy,5.936673535207581e-05
Intracapillary glomerulosclerosis due to diabetes mellitus,5.936673535207581e-05
Diabetic Glomerulosclerosis,5.936673535207581e-05
Non-alcoholic Fatty Liver Disease,5.910385150392528e-05
Abnormal degeneration,5.909833476900877e-05
Memory impairment,5.903289331047731e-05
Memory Disorders,5.903289331047731e-05
Collagen Diseases,5.888106761595016e-05
"Memory Disorder, Spatial",5.871397172674246e-05
Age-Related Memory Disorders,5.871397172674246e-05
Memory Loss,5.871397172674246e-05
"Memory Disorder, Semantic",5.871397172674246e-05
Recurrence (disease attribute),5.823460662226965e-05
Prostatic Intraepithelial Neoplasias,5.801590276331421e-05
"Parkinsonism, Juvenile",5.788120662813367e-05
Cholestasis,5.782567898936522e-05
Pituitary carcinoma,5.761343126676905e-05
Brain Lacerations,5.752572412349025e-05
"Injuries, Acute Brain",5.752572412349025e-05
"Brain Injuries, Focal",5.752572412349025e-05
Brain Injuries,5.752572412349025e-05
Autosomal Dominant Juvenile Parkinson Disease,5.747507654095268e-05
Autosomal Recessive Parkinsonism,5.747507654095268e-05
Ramsay Hunt Paralysis Syndrome,5.747507654095268e-05
Autosomal Dominant Parkinsonism,5.747507654095268e-05
Familial Juvenile Parkinsonism,5.747507654095268e-05
"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE",5.747507654095268e-05
Adnexal Diseases,5.7165307119593705e-05
Hyperplasia,5.691906737617168e-05
Arsenic Induced Polyneuropathy,5.680498139546174e-05
"Nervous System, Organic Arsenic Poisoning",5.680498139546174e-05
Arsenic Encephalopathy,5.680498139546174e-05
Arsenic Poisoning,5.680498139546174e-05
"Arsenic Poisoning, Inorganic",5.680498139546174e-05
Anaplastic Oligoastrocytoma,5.6660503801616944e-05
Noonan Syndrome,5.660696279247481e-05
Keloid,5.629580921109048e-05
Autism Spectrum Disorders,5.562774789199524e-05
Malignant neoplasm of pituitary gland,5.51525602153407e-05
Bilateral Wilms Tumor,5.495870283130376e-05
Metastatic malignant neoplasm to brain,5.482281658839569e-05
"Neoplasms, Intracranial",5.482281658839569e-05
Recurrent Brain Neoplasm,5.482281658839569e-05
Primary malignant neoplasm of brain,5.482281658839569e-05
"Brain Tumor, Primary",5.482281658839569e-05
"Benign neoplasm of brain, unspecified",5.482281658839569e-05
Anxiety Disorders,5.437590196617523e-05
Nonalcoholic Steatohepatitis,5.4179647201035464e-05
"Anxiety States, Neurotic",5.404047973252042e-05
Sezary Syndrome,5.402940663854913e-05
Skin Basal Cell Carcinoma,5.381568499266549e-05
Pigmented Basal Cell Carcinoma,5.381568499266549e-05
Spontaneous abortion,5.37802813083825e-05
Miscarriage,5.37802813083825e-05
"Abortion, Tubal",5.37802813083825e-05
"Lung Diseases, Interstitial",5.3573602311100616e-05
Cataract,5.356607285445195e-05
Drug Dependence,5.346316939595139e-05
Refractive Errors,5.334922292925364e-05
Barrett Esophagus,5.322580449415533e-05
Neurodegenerative Disorders,5.311242454557102e-05
"Degenerative Diseases, Spinal Cord",5.311242454557102e-05
"Degenerative Diseases, Central Nervous System",5.311242454557102e-05
Myocardial Reperfusion Injury,5.302669952544782e-05
Tauopathies,5.2876817248690325e-05
Stomach Carcinoma,5.256694188043069e-05
Substance-Related Disorders,5.2484499138887084e-05
Substance Dependence,5.2484499138887084e-05
Substance Use Disorders,5.241605907308216e-05
Alcohol or Other Drugs use,5.2185743522157914e-05
"Organic Mental Disorders, Substance-Induced",5.2185743522157914e-05
Drug habituation,5.2185743522157914e-05
Drug abuse,5.2185743522157914e-05
Substance abuse problem,5.2185743522157914e-05
Drug Use Disorders,5.2185743522157914e-05
Ovarian Cysts,5.187723546454222e-05
Childhood Acute Lymphoblastic Leukemia,5.157364935466624e-05
L2 Acute Lymphoblastic Leukemia,5.157364935466624e-05
Hypersensitivity,5.144311970347496e-05
AMYOTROPHIC LATERAL SCLEROSIS 1,5.0913219774071756e-05
"Amyotrophic Lateral Sclerosis, Familial",5.0913219774071756e-05
"Amyotrophic Lateral Sclerosis, Sporadic",5.0913219774071756e-05
"Cleft palate, isolated",4.9586344278553924e-05
Heart Diseases,4.948537066257285e-05
Migraine Disorders,4.93586913537789e-05
Tactile Allodynia,4.932494802170661e-05
Mechanical Allodynia,4.932494802170661e-05
Hyperalgesia,4.932494802170661e-05
"Hyperalgesia, Secondary",4.932494802170661e-05
"Hyperalgesia, Thermal",4.932494802170661e-05
Allodynia,4.932494802170661e-05
"Hyperalgesia, Primary",4.932494802170661e-05
Fibroid Tumor,4.890678343343981e-05
Chloracne,4.88146256181456e-05
"Lupus Erythematosus, Systemic",4.8804745973696235e-05
Simple Partial Status Epilepticus,4.869539734020247e-05
Petit mal status,4.869539734020247e-05
